Date ,Rate ,Topic ,Review ,Type  
2017/08,5,Nice small museum,"We went here with our young children and enjoyed the exhibits. Although small, the collection is quite varied. The museum comprised of old and newly built facilities. It makes it even more interesting",Family
2017/03,5,One of the best smaller museums around,"The RISD Museum boasts a fine collection of art treasures, including many from famous artists and sculptors. A great way to spend an afternoon, rain or shine.",Family
2017/08,5,Delightful museum,We saw a wide variety of art. Student art was fascinating. Impressionist works were a surprise. Interesting scultptures .,
2017/04,,"Rodin, mummies and much more","Span art worlds from early civilization to post-modern in
One morning or afternoon. Nice open cafe for breakfast or lunch. Don't miss frequent classical music concertos and recitals in the 4th floor skylit hall lined with classical paintings.",couple
2017/08,5,Outstanding Museum,"We loved this museum, which really inspires one to connect with the art. They feature lots of student art in addition to more classical pieces. The museum also reinvents itself often, so it is a great place to visit and revisit. If you're in the area",Family
2017/08,5,RISD,This was a great museum. Nice collection of impressionist and a nice Rodin. Something for everyone and the security folks were really nice. One told us about other things to do in the area and about his time at the museum. Very friendly.,couple
2017/07,5,This is a gem,"I'm originally from Rhode Island, and I have visited this museum many times since I was a child. After moving away, it's still on my list to visit when I'm on vacation. Surprisingly good exhibits for a small museum. Buddha is my favorite.",Family
2017/04,4,small museum with great collections,"Located on the famous East side of Providence within the campus of RISD, certain days or evening have free admission. There's a new wing built into the original building with easy access. Runs all kind of exhibitions with local/RISD affiliated artists, on top of that their New England historical collections were quite extensive especially if you're interested in furnitures. They rotated their collections quite often so you'll be able to see more if you visited more than one time.",
2017/04,4,Amazing...,"“Welcome to great art and budding artists of our time. Very inspiring. Creativity oozes from their walls. My kids could get back to their hotel room fast enough to start on their ""work if art.""

Hidden gem, great people, and of course fabulous city!”
",
2017/05,5,Little gem in the middle of historic College Hill area,"RISD Museum of Art is not huge. You can walk through it in its entirety in a couple of hours. Yet, it has a very interesting collection. From Impressionists to modern day classics, from Egyptian mummies to black and white photography, it has something for every taste.

Exhibitions are well arranged. Museum staff is very knowledgeable.

Good place for children as well - due to its size it is not as tiring as some of the larger museums.",Family
2017/07,4,A beautiful collection!,"I visited this museum upon the recommendation of a friend. What a treat! The schools' museum is a curation of donated and acquired pieces. You can see the wealth, creative, and, ultimately, cultivated collection. The $12.00 admission, is a little much, but, it is a private museum, and, a must see!",
